FileName,BinGroupName,IsLeaf,BinName,Number,Description,ParentBin,InvalidBins
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,LINUX_83_BOOT_FAILURE_UNDEFINED,83000009,,LINUX_83,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,LINUX_84_BOOT_FAILURE_FAILED,84000000,,LINUX_84,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,LINUX_84_BOOT_FAILURE_TIMEOUT,84000001,,LINUX_84,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,LINUX_84_BOOT_FAILURE_HANG,84000002,,LINUX_84,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,LINUX_84_BOOT_FAILURE_UNDEFINED,84000009,,LINUX_84,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,BOOT_STAGE_85_BOOT_FAILURE_FAILED,85000000,,BOOT_STAGE_85,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,BOOT_STAGE_85_BOOT_FAILURE_TIMEOUT,85000001,,BOOT_STAGE_85,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,BOOT_STAGE_85_BOOT_FAILURE_HANG,85000002,,BOOT_STAGE_85,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,BOOT_STAGE_85_BOOT_FAILURE_UNDEFINED,85000009,,BOOT_STAGE_85,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_86_BOOT_FAILURE_FAILED,86000000,,SVOS_86,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_86_BOOT_FAILURE_TIMEOUT,86000001,,SVOS_86,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_86_BOOT_FAILURE_HANG,86000002,,SVOS_86,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_86_BOOT_FAILURE_UNDEFINED,86000009,,SVOS_86,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_87_BOOT_FAILURE_FAILED,87000000,,SVOS_87,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_87_BOOT_FAILURE_TIMEOUT,87000001,,SVOS_87,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_87_BOOT_FAILURE_HANG,87000002,,SVOS_87,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_87_BOOT_FAILURE_UNDEFINED,87000009,,SVOS_87,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_88_BOOT_FAILURE_FAILED,88000000,,SVOS_88,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_88_BOOT_FAILURE_TIMEOUT,88000001,,SVOS_88,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_88_BOOT_FAILURE_HANG,88000002,,SVOS_88,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_88_BOOT_FAILURE_UNDEFINED,88000009,,SVOS_88,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_89_BOOT_FAILURE_FAILED,89000000,,SVOS_89,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_89_BOOT_FAILURE_TIMEOUT,89000001,,SVOS_89,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_89_BOOT_FAILURE_HANG,89000002,,SVOS_89,
BinDefinitions.bdefs,BOOT_FAILURE_BINS,TRUE,SVOS_89_BOOT_FAILURE_UNDEFINED,89000009,,SVOS_89,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,GENERAL_HARDWARE_FAILURE,90000000,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,ActuationHardwareException,90000100,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,AnalogIoException,90000101,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,BiosEmulatorHardwareException,90000102,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,ChimeraHardwareException,90000103,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,DigitalIoException,90000104,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,DVMLimitException,90000105,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,EM100SoftwareNotInstalled,90000106,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,EmulationChipNotFoundException,90000107,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,EmulatorNotInitializedException,90000108,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,EmulatorVerifyFailedException,90000109,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,FailedToDetectBiosEmulatorException,90000110,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,GpioException,90000111,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,HSTTCHardwareException,90000112,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortCloseFailedException,90000113,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortConfigurationFailedException,90000114,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortException,90000115,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortNotConfiguredException,90000116,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortReadException,90000117,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,SerialPortWriteException,90000118,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,TapControllerException,90000119,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,TargetCommunicationException,90000120,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,TestLoaderException,90000121,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,ThermalControlHardwareException,90000122,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,HardwareException,90000123,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,HardwareTimeoutException,90000124,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,MotionControlMDUTHardwareException,90000125,,FAIL,
BinDefinitions.bdefs,HARDWARE_FAILURES,TRUE,IntecHardwareException,90000126,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,GENERAL_SOFTWARE_FAILURE,91000000,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UNDEFINED_BIN,91000001,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NO_BIN_ASSIGNED_BIN,91000002,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UNIT_START_ERROR_BIN,91000003,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UNIT_END_ERROR_BIN,91000004,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,EXECUTION_STOPPED_BIN,91000005,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NOKILL_TEST_BIN,91000006,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UNIT_START_TIMEOUT_BIN,91000007,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UNIT_END_TIMEOUT_BIN,91000008,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ArgumentException,91000100,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ArgumentNullException,91000101,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ArgumentOutOfRangeException,91000102,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidOperationException,91000103,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidProgramException,91000104,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NotImplementedException,91000105,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NullReferenceException,91000106,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,OperationCanceledException,91000107,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TaskCanceledException,91000108,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TimeoutException,91000109,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,BinDoesNotExistException,91000110,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,BinGroupDoesNotExistException,91000111,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,BreakpointException,91000112,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,EndpointNotFoundHardwareException,91000113,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,EnvironmentVariableDoesNotExistException,91000114,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NotSupportedException,91000115,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FileNotFoundException,91000116,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidBreakpointException,91000117,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ModuleDoesNotExistException,91000118,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TesterOsException,91000119,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestInstanceDoesNotExistException,91000120,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestInstanceParameterCastException,91000121,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestInstanceParameterDoesNotExistException,91000122,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestInstanceParameterMayNotBeSetException,91000123,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestMethodException,91000124,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TplObjectCastException,91000125,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TplObjectCollectionDoesNotExistException,91000126,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TplObjectDoesNotExistException,91000127,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UnknownException,91000128,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UserVarCollectionDoesNotExistException,91000129,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UserVarDoesNotExistException,91000130,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DirectoryNotFoundException,91000131,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,IOException,91000132,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UnauthorizedAccessException,91000133,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FormatException,91000134,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DivideByZeroException,91000135,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,OverflowException,91000136,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,IndexOutOfRangeException,91000137,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PathTooLongException,91000138,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,LogFilePublishException,91000139,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestInstanceVerifyException,91000140,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestProgramVerifyException,91000141,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ClientAssemblyAlreadyLoadedException,91000142,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ExecutionQueueException,91000143,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ExecutionStoppedException,91000144,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PredefinedFlowException,91000145,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,SequencerAssemblyAlreadyLoadedException,91000146,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,SequencerStatusChangeException,91000147,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,SmartExitPortException,91000148,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TestProgramNotLoadedException,91000149,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,OnTargetBatchingException,91000150,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,TraceException,91000151,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,LotStartUserVarException,91000152,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NestExecuteContentException,91000153,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidUltException,91000154,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DffTokenNotExistException,91000155,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UbeFileParsingErrorException,91000156,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,UnitIdentifierNotExistException,91000157,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DcfFileDeserializationException,91000158,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DcfSubstructureNotFoundException,91000159,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,CattsException,91000160,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,CommandLineProcessIsActiveException,91000161,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,CommandLineProcessNotActiveException,91000162,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,CommandLineProcessNotFoundException,91000163,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,DuplicateCommandLineProcessNameException,91000164,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PythonExecuteException,91000165,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PythonServiceUnreachableException,91000166,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PythonTimeoutException,91000167,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidItuffSocketException,91000168,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,ItuffLineIncorrectException,91000169,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FuseDefServiceAlreadyInitializedException,91000170,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FuseFileParsingException,91000171,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FuseGroupNotExistException,91000172,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FuseNotExistException,91000173,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FuseServiceNotInitializedException,91000174,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InconsistentFuseLengthException,91000175,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,InvalidQdfFuseFormatException,91000176,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,NotInitializedException,91000177,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,RegisterNotExistException,91000178,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,RegisterNotUpdatedException,91000179,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,SspecNotExistException,91000180,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,PossibleTargetCommunicationException,91000181,,FAIL,
BinDefinitions.bdefs,SOFTWARE_FAILURES,TRUE,FileExistsVerifyException,91000182,,FAIL,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,UNIT_PASS,1000000,,PASS,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,TEST_METHOD_PASS,6990001,,PASS,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,IN_BETWEEN_PASS,6990002,,PASS,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,SPS_ESCAPEE,7000000,,FAIL,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,TEST_HOLE_CAPTURE,8000000,,FAIL,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,SPM_INVALID_REJECT,29000000,,FAIL,
BinDefinitions.bdefs,SPECIAL_BINS,TRUE,NO_RETEST,80900000,,FAIL,
CMV_ARL8B32A_Search.sbdefs,EFI_71_CMV_ARL8B32A_Search,TRUE,EFI_71_CMV_ARL8B32A_Search_DR28_0Sanity_ISA_1C100236_FAILED,72001680,,EFI_71,
CMV_ARL8B32A_Search.sbdefs,EFI_71_CMV_ARL8B32A_Search,TRUE,EFI_71_CMV_ARL8B32A_Search_DR28_0Sanity_ISA_1C100236_TIMEOUT,72001681,,EFI_71,
